rid,label,conference_name
1526,r44,in 25th workshop on graph theoretic concepts in computer science
1527,r44,in 25 th workshop on graphtheoretic concepts in computer science vol lncs
1528,r44,in 25 th international workshop graph theoretic concepts in computer science wg volume 1665 of lecture notes in computer science
1529,r44,wg vol 1665 of lecture notes in computer science
1530,r44,in proc 25th int workshop on graph theoretic concepts in computer science
1531,r44,in wg vol 1665 of lncs
1532,r44,in graph
1533,r44,in 25th workshop on graph theoretic concepts in computer science
1534,r44,volume 1665 of lncs
1535,r44,in proc 25 th int workshop on graph theoretic concepts in computer science vol 1665 of lncs
1536,r44,volume 1665 of lncs
1537,r44,in proceedings of the 25 th international workshop on graph theoretic concepts in computer science wg volume 1665 of lncs
1538,r44,volume 1665 of lecture notes in computer science
1539,r44,in proc 25th int workshop on graph theoretic concepts in computer science
1540,r44,in 25th workshop on graph theoretic concepts in computer science
1541,r44,in 25 th int workshop on graph theoretic concepts in computer science vol 1665 of lncs
1542,r44,in graph theoretic concepts in computer science 25th international workshop wg 99 volume 1665 of lecture notes in computer science
1543,r44,in 25 th international workshop graph theoretic concepts in computer science wg
1544,r44,in proc 25 th int workshop on graph theoretic concepts in computer science
1545,r44,in 25 th international worshop graph theoretic concepts in computer science wg volume 1665 of lncs
1546,r44,volume 1665 of lncs
1547,r44,proceedings of the 25 th international workshop
1548,r44,in graph
1549,r44,in proc 25th int workshop on graph theoretic concepts in computer science
1550,r44,in proc 25 th int workshop on graph theoretic concepts in computer science
1551,r44,in proc 25th int workshop on graph theoretic concepts in computer science
1552,r44,proceedings of the 25 th international workshop ascona switzerland
1553,r44,in 25 th international worshop graph theoretic concepts in computer science wg volume 1665 of lncs
1554,r45,in proceedings of the 1998 international conference on very large data bases
1555,r45,proc of 24th intl conf on very large data bases vldb
1556,r45,proc of 24th intl conf on very large data bases vldb
1557,r45,in vldb
1558,r45,in international conference on very large databases
1559,r45,proc of 24th intl conf on very large data bases vldb
1560,r45,in proc of the 1998 intl conf on very large data bases
1561,r45,proc of 24th intl conf on very large data bases vldb
1562,r45,in vldb
1563,r45,in proc of the vldb
1564,r45,in proceedings of the very large database conference
1565,r45,proc of 24th intl conf on very large data bases vldb
1566,r45,proc of 24th intl conf on very large data bases vldb
1567,r46,in 31st ieee symposium on foundations of computer science
1568,r46,in proc 31st ann ieee symp on foundations of computer science
1569,r46,preliminary version in proc of focs
1570,r46,preliminary version in 31st focs
1571,r46,in proc 31st ieee symposium on foundations of computer science
1572,r46,dept of computer science also in proceedings of the 31st annual symposium on foundations of computer science
1573,r46,preliminary version in proc of focs
1574,r46,in proceedings of the ieee symposium on foundations of computer science
1575,r46,in proceedings 31st symposium on foundations of computer science
1576,r46,proceedings of focs
1577,r46,proceedings of the 31 st annual ieee symposium on the foundations of computer science
1578,r46,proceedings of the 31st annual ieee symposium on the foundations of computer science ieee
1579,r46,in ieee symposium on foundations of computer science
1580,r46,31st focs
1581,r46,in 31st focs
1582,r46,focs
1583,r46,in 31st symposium on foundations of computer science
1584,r46,proceedings of the 31st annual symposium on foundations of computer science
1585,r46,preliminary version in proc of focs
1586,r46,in proceedings of the 31st annual symposium on foundations of computer science
1587,r46,in 31st ieee symposium on foundations of computer science
1588,r46,in 31st focs
1589,r46,preliminary version in proc of focs
1590,r46,focs
1591,r46,31st focs
1592,r46,in proceedings of the 31st annual symposium on foundations of computer science
1593,r46,31st focs
1594,r46,proceedings of the 31st annual ieee symposium on the foundations of computer science ieee
1595,r46,in 31st ieee symposium on foundations of computer science
1596,r46,preliminary version in proc of focs
1597,r46,31st focs
1598,r46,in proceedings of focs
1599,r46,preliminary version in proc of focs
1600,r46,in proceedings of the ieee symposium on foundations of computer science
